,State,Region,Station,Date,Year,Month,Day,Volume,Duration,Intensity,Season
99,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-11,1980,1,11,20.0,2.0,10.0,Winter
100,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-11,1980,1,11,30.0,2.0,15.0,Winter
101,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-11,1980,1,11,20.0,2.0,10.0,Winter
102,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-18,1980,1,18,20.0,2.0,10.0,Winter
103,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-18,1980,1,18,10.0,1.0,10.0,Winter
104,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-18,1980,1,18,60.0,6.0,10.0,Winter
105,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-22,1980,1,22,10.0,1.0,10.0,Winter
106,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-22,1980,1,22,10.0,1.0,10.0,Winter
107,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-01-22,1980,1,22,10.0,1.0,10.0,Winter
108,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-02-16,1980,2,16,30.0,3.0,10.0,Winter
109,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-02-22,1980,2,22,10.0,1.0,10.0,Winter
110,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-02-22,1980,2,22,10.0,1.0,10.0,Winter
111,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-02-22,1980,2,22,10.0,1.0,10.0,Winter
112,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-02-22,1980,2,22,20.0,1.0,20.0,Winter
113,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-02,1980,3,2,10.0,1.0,10.0,Spring
114,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-05,1980,3,5,10.0,1.0,10.0,Spring
115,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-05,1980,3,5,10.0,1.0,10.0,Spring
116,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-05,1980,3,5,10.0,1.0,10.0,Spring
117,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-08,1980,3,8,20.0,1.0,20.0,Spring
118,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-10,1980,3,10,10.0,1.0,10.0,Spring
119,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-11,1980,3,11,10.0,1.0,10.0,Spring
120,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-13,1980,3,13,110.0,6.0,18.333333333333332,Spring
121,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-14,1980,3,14,10.0,1.0,10.0,Spring
122,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-17,1980,3,17,10.0,1.0,10.0,Spring
123,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-17,1980,3,17,10.0,1.0,10.0,Spring
124,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-17,1980,3,17,10.0,1.0,10.0,Spring
125,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-18,1980,3,18,10.0,1.0,10.0,Spring
126,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-18,1980,3,18,10.0,1.0,10.0,Spring
127,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-21,1980,3,21,20.0,2.0,10.0,Spring
128,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-21,1980,3,21,20.0,2.0,10.0,Spring
129,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-21,1980,3,21,20.0,2.0,10.0,Spring
130,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-21,1980,3,21,10.0,1.0,10.0,Spring
131,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-21,1980,3,21,10.0,1.0,10.0,Spring
132,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-24,1980,3,24,40.0,3.0,13.333333333333334,Spring
133,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-28,1980,3,28,10.0,1.0,10.0,Spring
134,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-28,1980,3,28,10.0,1.0,10.0,Spring
135,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-28,1980,3,28,10.0,1.0,10.0,Spring
136,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-29,1980,3,29,50.0,5.0,10.0,Spring
137,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-29,1980,3,29,30.0,3.0,10.0,Spring
138,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-29,1980,3,29,10.0,1.0,10.0,Spring
139,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
140,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
141,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,30.0,3.0,10.0,Spring
142,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
143,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
144,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
145,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
146,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-03-31,1980,3,31,10.0,1.0,10.0,Spring
147,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-04,1980,4,4,10.0,1.0,10.0,Spring
148,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-04,1980,4,4,10.0,1.0,10.0,Spring
149,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-09,1980,4,9,10.0,1.0,10.0,Spring
150,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-09,1980,4,9,30.0,2.0,15.0,Spring
151,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-10,1980,4,10,10.0,1.0,10.0,Spring
152,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-14,1980,4,14,10.0,1.0,10.0,Spring
153,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-14,1980,4,14,10.0,1.0,10.0,Spring
154,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-24,1980,4,24,10.0,1.0,10.0,Spring
155,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-26,1980,4,26,10.0,1.0,10.0,Spring
156,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-27,1980,4,27,10.0,1.0,10.0,Spring
157,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-27,1980,4,27,20.0,2.0,10.0,Spring
158,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-27,1980,4,27,10.0,1.0,10.0,Spring
159,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-27,1980,4,27,20.0,1.0,20.0,Spring
160,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-27,1980,4,27,70.0,3.0,23.333333333333332,Spring
161,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-28,1980,4,28,10.0,1.0,10.0,Spring
162,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-28,1980,4,28,20.0,2.0,10.0,Spring
163,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-30,1980,4,30,30.0,2.0,15.0,Spring
164,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-04-30,1980,4,30,50.0,4.0,12.5,Spring
165,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-01,1980,5,1,10.0,1.0,10.0,Spring
166,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-01,1980,5,1,10.0,1.0,10.0,Spring
167,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-02,1980,5,2,30.0,1.0,30.0,Spring
168,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-08,1980,5,8,10.0,1.0,10.0,Spring
169,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-11,1980,5,11,10.0,1.0,10.0,Spring
170,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-13,1980,5,13,10.0,1.0,10.0,Spring
171,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-18,1980,5,18,60.0,4.0,15.0,Spring
172,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-19,1980,5,19,50.0,1.0,50.0,Spring
173,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-20,1980,5,20,10.0,1.0,10.0,Spring
174,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-20,1980,5,20,10.0,1.0,10.0,Spring
175,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-21,1980,5,21,10.0,1.0,10.0,Spring
176,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-25,1980,5,25,10.0,1.0,10.0,Spring
177,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-30,1980,5,30,10.0,1.0,10.0,Spring
178,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-05-31,1980,5,31,20.0,1.0,20.0,Spring
179,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-01,1980,6,1,10.0,1.0,10.0,Summer
180,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-02,1980,6,2,10.0,1.0,10.0,Summer
181,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-03,1980,6,3,100.0,1.0,100.0,Summer
182,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-06,1980,6,6,10.0,1.0,10.0,Summer
183,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-07,1980,6,7,160.0,2.0,80.0,Summer
184,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-08,1980,6,8,30.0,1.0,30.0,Summer
185,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-09,1980,6,9,10.0,1.0,10.0,Summer
186,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-10,1980,6,10,10.0,1.0,10.0,Summer
187,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-15,1980,6,15,10.0,1.0,10.0,Summer
188,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-15,1980,6,15,90.0,1.0,90.0,Summer
189,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-15,1980,6,15,70.0,2.0,35.0,Summer
190,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-16,1980,6,16,30.0,3.0,10.0,Summer
191,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-16,1980,6,16,10.0,1.0,10.0,Summer
192,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-28,1980,6,28,20.0,2.0,10.0,Summer
193,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-29,1980,6,29,10.0,1.0,10.0,Summer
194,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-06-29,1980,6,29,60.0,2.0,30.0,Summer
195,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-03,1980,7,3,30.0,2.0,15.0,Summer
196,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-08,1980,7,8,10.0,1.0,10.0,Summer
197,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-21,1980,7,21,10.0,1.0,10.0,Summer
198,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-21,1980,7,21,10.0,1.0,10.0,Summer
199,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-22,1980,7,22,10.0,1.0,10.0,Summer
200,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-22,1980,7,22,70.0,1.0,70.0,Summer
201,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-22,1980,7,22,30.0,1.0,30.0,Summer
202,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-22,1980,7,22,10.0,1.0,10.0,Summer
203,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-23,1980,7,23,20.0,1.0,20.0,Summer
204,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-07-29,1980,7,29,10.0,1.0,10.0,Summer
205,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-03,1980,8,3,60.0,2.0,30.0,Summer
206,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-05,1980,8,5,10.0,1.0,10.0,Summer
207,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-10,1980,8,10,20.0,2.0,10.0,Summer
208,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-12,1980,8,12,20.0,2.0,10.0,Summer
209,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-18,1980,8,18,10.0,1.0,10.0,Summer
210,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-19,1980,8,19,10.0,1.0,10.0,Summer
211,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-19,1980,8,19,130.0,6.0,21.666666666666668,Summer
212,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-08-19,1980,8,19,10.0,1.0,10.0,Summer
213,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-09-25,1980,9,25,30.0,2.0,15.0,Fall
214,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-09-25,1980,9,25,10.0,1.0,10.0,Fall
215,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-02,1980,10,2,30.0,1.0,30.0,Fall
216,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-03,1980,10,3,10.0,1.0,10.0,Fall
217,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-03,1980,10,3,60.0,5.0,12.0,Fall
218,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-09,1980,10,9,10.0,1.0,10.0,Fall
219,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-10,1980,10,10,10.0,1.0,10.0,Fall
220,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-17,1980,10,17,10.0,1.0,10.0,Fall
221,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-18,1980,10,18,20.0,1.0,20.0,Fall
222,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-18,1980,10,18,10.0,1.0,10.0,Fall
223,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-25,1980,10,25,170.0,8.0,21.25,Fall
224,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-25,1980,10,25,10.0,1.0,10.0,Fall
225,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-10-27,1980,10,27,10.0,1.0,10.0,Fall
226,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-04,1980,11,4,40.0,4.0,10.0,Fall
227,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-07,1980,11,7,10.0,1.0,10.0,Fall
228,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-17,1980,11,17,70.0,4.0,17.5,Fall
229,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-18,1980,11,18,10.0,1.0,10.0,Fall
230,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-18,1980,11,18,10.0,1.0,10.0,Fall
231,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-24,1980,11,24,10.0,1.0,10.0,Fall
232,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-24,1980,11,24,10.0,1.0,10.0,Fall
233,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-24,1980,11,24,30.0,3.0,10.0,Fall
234,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-24,1980,11,24,60.0,4.0,15.0,Fall
235,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-27,1980,11,27,10.0,1.0,10.0,Fall
236,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-28,1980,11,28,10.0,1.0,10.0,Fall
237,MD,Northeast,ABERDEEN PHILLIPS FLD,1980-11-28,1980,11,28,10.0,1.0,10.0,Fall
