,State,Region,Station,Date,Year,Month,Day,Volume,Duration,Intensity,Season
192,CT,Northeast,NORFOLK 2 SW,1949-03-11,1949,3,11,48.0,12.0,4.0,Spring
193,CT,Northeast,NORFOLK 2 SW,1949-03-11,1949,3,11,9.0,5.0,1.8,Spring
194,CT,Northeast,NORFOLK 2 SW,1949-03-11,1949,3,11,1.0,1.0,1.0,Spring
195,CT,Northeast,NORFOLK 2 SW,1949-03-12,1949,3,12,3.0,1.0,3.0,Spring
196,CT,Northeast,NORFOLK 2 SW,1949-03-13,1949,3,13,2.0,2.0,1.0,Spring
197,CT,Northeast,NORFOLK 2 SW,1949-03-13,1949,3,13,15.0,4.0,3.75,Spring
198,CT,Northeast,NORFOLK 2 SW,1949-03-18,1949,3,18,39.0,9.0,4.333333333333333,Spring
199,CT,Northeast,NORFOLK 2 SW,1949-03-22,1949,3,22,2.0,1.0,2.0,Spring
200,CT,Northeast,NORFOLK 2 SW,1949-03-23,1949,3,23,69.0,9.0,7.666666666666667,Spring
201,CT,Northeast,NORFOLK 2 SW,1949-03-25,1949,3,25,1.0,1.0,1.0,Spring
202,CT,Northeast,NORFOLK 2 SW,1949-03-26,1949,3,26,1.0,1.0,1.0,Spring
203,CT,Northeast,NORFOLK 2 SW,1949-03-31,1949,3,31,2.0,2.0,1.0,Spring
204,CT,Northeast,NORFOLK 2 SW,1949-04-04,1949,4,4,13.0,5.0,2.6,Spring
205,CT,Northeast,NORFOLK 2 SW,1949-04-04,1949,4,4,1.0,1.0,1.0,Spring
206,CT,Northeast,NORFOLK 2 SW,1949-04-06,1949,4,6,84.0,15.0,5.6,Spring
207,CT,Northeast,NORFOLK 2 SW,1949-04-06,1949,4,6,1.0,1.0,1.0,Spring
208,CT,Northeast,NORFOLK 2 SW,1949-04-08,1949,4,8,4.0,3.0,1.3333333333333333,Spring
209,CT,Northeast,NORFOLK 2 SW,1949-04-13,1949,4,13,17.0,4.0,4.25,Spring
210,CT,Northeast,NORFOLK 2 SW,1949-04-14,1949,4,14,47.0,7.0,6.714285714285714,Spring
211,CT,Northeast,NORFOLK 2 SW,1949-04-15,1949,4,15,6.0,4.0,1.5,Spring
212,CT,Northeast,NORFOLK 2 SW,1949-04-18,1949,4,18,53.0,11.0,4.818181818181818,Spring
213,CT,Northeast,NORFOLK 2 SW,1949-04-19,1949,4,19,47.0,5.0,9.4,Spring
214,CT,Northeast,NORFOLK 2 SW,1949-04-22,1949,4,22,29.0,6.0,4.833333333333333,Spring
215,CT,Northeast,NORFOLK 2 SW,1949-04-23,1949,4,23,28.0,4.0,7.0,Spring
216,CT,Northeast,NORFOLK 2 SW,1949-04-23,1949,4,23,7.0,2.0,3.5,Spring
217,CT,Northeast,NORFOLK 2 SW,1949-05-01,1949,5,1,3.0,3.0,1.0,Spring
218,CT,Northeast,NORFOLK 2 SW,1949-05-02,1949,5,2,10.0,3.0,3.3333333333333335,Spring
219,CT,Northeast,NORFOLK 2 SW,1949-05-02,1949,5,2,31.0,5.0,6.2,Spring
220,CT,Northeast,NORFOLK 2 SW,1949-05-03,1949,5,3,31.0,6.0,5.166666666666667,Spring
221,CT,Northeast,NORFOLK 2 SW,1949-05-03,1949,5,3,2.0,2.0,1.0,Spring
222,CT,Northeast,NORFOLK 2 SW,1949-05-05,1949,5,5,46.0,2.0,23.0,Spring
223,CT,Northeast,NORFOLK 2 SW,1949-05-06,1949,5,6,14.0,3.0,4.666666666666667,Spring
224,CT,Northeast,NORFOLK 2 SW,1949-05-10,1949,5,10,9.0,4.0,2.25,Spring
225,CT,Northeast,NORFOLK 2 SW,1949-05-14,1949,5,14,12.0,2.0,6.0,Spring
226,CT,Northeast,NORFOLK 2 SW,1949-05-14,1949,5,14,13.0,2.0,6.5,Spring
227,CT,Northeast,NORFOLK 2 SW,1949-05-19,1949,5,19,23.0,2.0,11.5,Spring
228,CT,Northeast,NORFOLK 2 SW,1949-05-20,1949,5,20,160.0,14.0,11.428571428571429,Spring
229,CT,Northeast,NORFOLK 2 SW,1949-05-22,1949,5,22,16.0,7.0,2.2857142857142856,Spring
230,CT,Northeast,NORFOLK 2 SW,1949-05-22,1949,5,22,32.0,3.0,10.666666666666666,Spring
231,CT,Northeast,NORFOLK 2 SW,1949-05-23,1949,5,23,1.0,1.0,1.0,Spring
232,CT,Northeast,NORFOLK 2 SW,1949-05-23,1949,5,23,5.0,2.0,2.5,Spring
233,CT,Northeast,NORFOLK 2 SW,1949-05-23,1949,5,23,2.0,2.0,1.0,Spring
234,CT,Northeast,NORFOLK 2 SW,1949-05-24,1949,5,24,11.0,3.0,3.6666666666666665,Spring
235,CT,Northeast,NORFOLK 2 SW,1949-05-25,1949,5,25,3.0,2.0,1.5,Spring
236,CT,Northeast,NORFOLK 2 SW,1949-05-26,1949,5,26,13.0,4.0,3.25,Spring
237,CT,Northeast,NORFOLK 2 SW,1949-05-26,1949,5,26,1.0,1.0,1.0,Spring
238,CT,Northeast,NORFOLK 2 SW,1949-05-26,1949,5,26,2.0,2.0,1.0,Spring
239,CT,Northeast,NORFOLK 2 SW,1949-05-29,1949,5,29,7.0,2.0,3.5,Spring
240,CT,Northeast,NORFOLK 2 SW,1949-05-29,1949,5,29,1.0,1.0,1.0,Spring
241,CT,Northeast,NORFOLK 2 SW,1949-05-29,1949,5,29,1.0,1.0,1.0,Spring
242,CT,Northeast,NORFOLK 2 SW,1949-05-29,1949,5,29,1.0,1.0,1.0,Spring
243,CT,Northeast,NORFOLK 2 SW,1949-06-05,1949,6,5,23.0,2.0,11.5,Summer
244,CT,Northeast,NORFOLK 2 SW,1949-06-16,1949,6,16,1.0,1.0,1.0,Summer
