STATION,STATION_NAME,DATE,HPCP
COOP:081048,BROOKSVILLE 7 SSW FL US,19910618 16:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910619 11:00,0.50
COOP:081048,BROOKSVILLE 7 SSW FL US,19910619 12:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910619 15:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910621 19:00,0.50
COOP:081048,BROOKSVILLE 7 SSW FL US,19910624 13:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910624 20:00,0.80
COOP:081048,BROOKSVILLE 7 SSW FL US,19910624 21:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910625 18:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910625 19:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910630 00:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910701 01:00,0.00
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 01:00,0.60
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 02:00,0.50
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 03:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 04:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 05:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 06:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 07:00,0.70
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 08:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 09:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 10:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 12:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910702 14:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910703 06:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910703 07:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910705 01:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910707 15:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910709 13:00,0.40
COOP:081048,BROOKSVILLE 7 SSW FL US,19910710 03:00,0.40
COOP:081048,BROOKSVILLE 7 SSW FL US,19910710 04:00,0.50
COOP:081048,BROOKSVILLE 7 SSW FL US,19910710 11:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910711 18:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910711 19:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910711 20:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910711 21:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910712 17:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910712 18:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910713 13:00,1.80
COOP:081048,BROOKSVILLE 7 SSW FL US,19910713 14:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910719 20:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910719 21:00,0.30
COOP:081048,BROOKSVILLE 7 SSW FL US,19910723 15:00,0.20
COOP:081048,BROOKSVILLE 7 SSW FL US,19910725 22:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910727 00:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910727 20:00,0.10
COOP:081048,BROOKSVILLE 7 SSW FL US,19910731 05:00,0.10
